stock,low_date,entry_date,exit_date,ret,ret_net,exit_reason,days_held,bench_ret,excess_ret
DE,2016-08-12,2016-08-18,2016-08-25,0.13452067387428523,0.13352067387428523,hold_days,5,-0.000610301112263123,0.13413097498654836
DE,2023-02-03,2023-02-09,2023-02-16,-0.012377102493718262,-0.013377102493718263,hold_days,5,0.0031371939600142174,-0.01651429645373248
DE,2023-06-23,2023-06-29,2023-07-07,0.00908804555353826,0.008088045553538259,hold_days,5,-0.0030400026744016317,0.01112804822793989
DE,2024-01-04,2024-01-10,2024-01-18,-0.031291797849460345,-0.032291797849460346,hold_days,5,-0.005943884631624985,-0.02634791321783536
DE,2025-09-16,2025-09-22,2025-09-25,-0.0049675750159627885,-0.0059675750159627885,market_dd,3,-0.0047028524180142695,-0.001264722597948519
DOV,2015-07-27,2015-07-31,2015-08-06,0.0,-0.001,market_dd,4,-0.003945048909570814,0.002945048909570814
DOV,2018-01-29,2018-02-02,2018-02-05,-0.045049678516382974,-0.046049678516382975,market_dd,1,-0.041721596428606955,-0.0043280820877760195
DOV,2018-04-24,2018-04-30,2018-05-07,-0.0015103238446804168,-0.002510323844680417,hold_days,5,0.009516520299441833,-0.01202684414412225
DOV,2018-11-14,2018-11-20,2018-11-28,-0.00459943811024488,-0.00559943811024488,hold_days,5,0.03730046107829743,-0.04289989918854231
DOV,2019-02-28,2019-03-06,2019-03-08,-0.018579257979095765,-0.019579257979095765,market_dd,2,-0.009219991611343792,-0.010359266367751974
