stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_depth_10d,weight,period
GILD,5,0.01,2024-11-20,2024-11-27,84.46302795410156,88.06529998779297,hold_days,0.04264909891282764,0.04164909891282764,1,2024-11-19,0.0226632307334933,0.018985868179334342,0.02611848753651403,0.5821041994157755,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
GILD,5,0.01,2025-01-10,2025-01-17,86.37419128417969,88.25775146484375,hold_days,0.021806979060063902,0.0208069790600639,2,2025-01-08,0.035835969483575925,-0.015028990423512023,0.030052848115260693,0.5191544301558288,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
GILD,5,0.01,2025-04-29,2025-05-06,100.8481216430664,94.72232055664062,hold_days,-0.06074283771101796,-0.06174283771101796,4,2025-04-25,-0.0037198256334679547,-0.05802301207755001,-0.0058443280212129795,1.0,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
GILD,5,0.01,2025-12-12,2025-12-19,118.15801239013672,122.7812042236328,hold_days,0.03912719704721446,0.038127197047214456,3,2025-12-09,-0.0018041783945196288,0.039931375441734085,0.0033917921007239863,0.9457313263884162,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
CVS,5,0.01,2016-04-15,2016-04-22,74.91194152832031,74.63231658935547,hold_days,-0.003732715148747401,-0.004732715148747401,4,2016-04-11,0.015352871824078074,-0.020085586972825475,0.0006225580077016633,0.9900390718767734,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2016-06-22,2016-06-29,68.95988464355469,69.46016693115234,hold_days,0.00725468567970422,0.00625468567970422,1,2016-06-21,-0.0020539468326377097,0.008308632512341929,0.014510151904769125,0.767837569523694,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2016-09-20,2016-09-27,66.5,66.92119598388672,hold_days,0.006333774193785224,0.005333774193785224,1,2016-09-19,0.011331542555885754,-0.00599776836210053,0.019024202639717814,0.695612757764515,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2016-11-23,2016-12-01,54.70912551879883,57.00381851196289,hold_days,0.04194351438455324,0.04094351438455324,1,2016-11-22,-0.011977614219052968,0.052921128603606205,-0.0008191179958714851,1.0,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2017-05-03,2017-05-10,59.92791748046875,60.86027908325195,hold_days,0.01555805110509767,0.014558051105097669,1,2017-05-02,0.006379931253149174,0.008178119851948495,0.00700426828762164,0.8879317073980537,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2017-05-26,2017-06-05,57.62703704833984,59.24367141723633,hold_days,0.028053400828857322,0.02705340082885732,1,2017-05-25,0.011974872831637784,0.015078527997219537,-0.0015951671527283857,1.0,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2017-06-20,2017-06-27,58.48421859741211,60.52191925048828,hold_days,0.03484188900775265,0.033841889007752646,4,2017-06-16,-0.00321674452124876,0.037058633529001406,0.004820861206499148,0.9228662206960137,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
CVS,5,0.01,2018-07-03,2018-07-11,49.818904876708984,51.98159408569336,hold_days,0.04341101464065833,0.04241101464065833,4,2018-06-29,0.0253223373914937,0.01708867724916463,0.02702859078850982,0.5675425473838429,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
CVS,5,0.01,2019-04-03,2019-04-10,41.683135986328125,42.53590774536133,hold_days,0.02045843574036521,0.01945843574036521,1,2019-04-02,0.0016838834871402142,0.017774552253224996,-0.00247720810479815,1.0,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
CVS,5,0.01,2019-07-10,2019-07-17,44.14760971069336,44.825225830078125,hold_days,0.015348874465124895,0.014348874465124895,1,2019-07-09,0.00182630259507377,0.012522571870051125,0.0006160254672965901,0.9901435925232546,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
CVS,5,0.01,2019-12-11,2019-12-18,59.44365692138672,59.38691329956055,hold_days,-0.000954578247115867,-0.001954578247115867,1,2019-12-10,0.01610650273184544,-0.018061080978961308,0.0034537859302369044,0.9447394251162096,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
CVS,5,0.01,2020-01-13,2020-01-21,58.96549987792969,60.44856262207031,hold_days,0.025151363885846045,0.024151363885846044,3,2020-01-10,0.013821678097775791,0.010329685788070253,-0.004981454446944821,1.0,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
